arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
arms: 16 	 bArms: 15 	 timestep: 2000	 regret: 46 	 cumulativeReward: 455.03 	 bestCumulativeReward: 501.12 
